id,type,identifier,label,familyName,givenName,sortLabel,officialFamilyName,officialGivenName
person/2304,Person,2304,Esko SEPPÄNEN,Seppänen,Esko,SEPPANEN,,
person/1980,Person,1980,André LAIGNEL,Laignel,André,LAIGNEL,,
person/256893,Person,256893,Pierre PIMPIE,Pimpie,Pierre,PIMPIEP,,
person/1423,Person,1423,John A.W. BIRD,Bird,John A.W.,BIRD,,
person/2288,Person,2288,Friedhelm FRISCHENSCHLAGER,Frischenschlager,Friedhelm,FRISCHENSCHLAGER,,
person/1390,Person,1390,Derek PRAG,Prag,Derek,PRAG,,
person/1132,Person,1132,Enrico FALQUI,Falqui,Enrico,FALQUI,,
person/197586,Person,197586,Stefania ZAMBELLI,Zambelli,Stefania,ZAMBELLI,,
person/26,Person,26,Zefferino TOMÉ,Tomé,Zefferino,TOME,,
person/1706,Person,1706,Barbara A. CASTLE,Castle,Barbara A.,CASTLEB,,
person/34000,Person,34000,Eugen MIHĂESCU,Mihăescu,Eugen,MIHAESCU,,
person/1957,Person,1957,Luigi VINCI,Vinci,Luigi,VINCI,,
person/197452,Person,197452,Klemen GROŠELJ,Grošelj,Klemen,GROSELJ,,
person/4504,Person,4504,Kathalijne Maria BUITENWEG,Buitenweg,Kathalijne Maria,BUITENWEG,,
person/2248,Person,2248,Luigi Andrea FLORIO,FLORIO,Luigi Andrea,FLORIO,,
person/1265,Person,1265,Otto VON HABSBURG,von HABSBURG,Otto,HABSBURG,,
person/1766,Person,1766,Roland BLUM,Blum,Roland,BLUM,,
person/1825,Person,1825,Otto BARDONG,Bardong,Otto,BARDONG,,
person/197458,Person,197458,Benoît LUTGEN,Lutgen,Benoît,LUTGEN,,
person/1144,Person,1144,Ejner Hovgård CHRISTIANSEN,Christiansen,Ejner Hovgård,CHRISTIANSEN,,
person/161,Person,161,Charles NAVEAU,Naveau,Charles,NAVEAU,,
person/412,Person,412,Nicolas Guy BARNETT,Barnett,Nicolas Guy,BARNETT,,
person/1070,Person,1070,Manfred VOHRER,Vohrer,Manfred,VOHRER,,
person/124842,Person,124842,Daniela AIUTO,Aiuto,Daniela,AIUTO,,
person/96875,Person,96875,Britta REIMERS,Reimers,Britta,REIMERS,,
person/461,Person,461,Umberto DELLE FAVE,Delle Fave,Umberto,DELLE FAVE,,
person/96957,Person,96957,Ashley FOX,Fox,Ashley,FOX,,
person/256976,Person,256976,Brigitte VAN DEN BERG,van den Berg,Brigitte,VANDENBERGB,,
person/2006,Person,2006,Pedro APARICIO SÁNCHEZ,APARICIO SÁNCHEZ,Pedro,APARICIO,,
person/112746,Person,112746,Ingrid ANTIČEVIĆ MARINOVIĆ,Antičević Marinović,Ingrid,ANTICEVICMARINOVIC,,
person/509,Person,509,Francantonio BIAGGI,Biaggi,Francantonio,BIAGGI,,
person/198096,Person,198096,Mazaly AGUILAR,Aguilar,Mazaly,AGUILARM,,
person/1404,Person,1404,Hugh R. MCMAHON,McMahon,Hugh R.,MACMAHON,,
person/257137,Person,257137,Marco FALCONE,Falcone,Marco,FALCONEM,,
person/257,Person,257,Gerolamo Lino MORO,Moro,Gerolamo Lino,MORO,,
person/197809,Person,197809,Lucy Elizabeth HARRIS,Harris,Lucy Elizabeth,HARRIS,,
person/4407,Person,4407,Rocco BUTTIGLIONE,Buttiglione,Rocco,BUTTIGLIONE,,
person/96716,Person,96716,Zuzana BRZOBOHATÁ,Brzobohatá,Zuzana,BRZOBOHATA,,
person/23768,Person,23768,Bogusław LIBERADZKI,Liberadzki,Bogusław,LIBERADZKI,,
person/1827,Person,1827,Werner AMBERG,Amberg,Werner,AMBERG,,
person/34231,Person,34231,Evgeni KIRILOV,Kirilov,Evgeni,KIRILOV,Кирилов,Евгени
person/4378,Person,4378,Gorka KNÖRR BORRÀS,Knörr Borràs,Gorka,KNOERR,,
person/4552,Person,4552,Den DOVER,Dover,Den,DOVER,,
person/256910,Person,256910,Anthony SMITH,Smith,Anthony,SMITHA,,
person/1546,Person,1546,Jorge PEGADO LIZ,Pegado Liz,Jorge,PEGADO LIZ,,
person/1485,Person,1485,Joseph WOHLFART,Wohlfart,Joseph,WOHLFART,,
person/33611,Person,33611,Giovanni RIVERA,Rivera,Giovanni,RIVERA,,
person/1948,Person,1948,Frits CASTRICUM,Castricum,Frits,CASTRICUM,,
person/124947,Person,124947,Edouard MARTIN,Martin,Edouard,MARTIN EDOUARD,,
person/1220,Person,1220,Carlos PERREAU DE PINNINCK DOMENECH,Perreau de Pinninck Domenech,Carlos,PERREAU DE PINNINCK DOMENECH,,
person/481,Person,481,Gerhard FLÄMIG,Flämig,Gerhard,FLAEMIG,,
person/769,Person,769,Marcello MODIANO,Modiano,Marcello,MODIANO,,
person/1446,Person,1446,Hemmo J. MUNTINGH,Muntingh,Hemmo J.,MUNTINGH,,
person/741,Person,741,Maria Antonietta MACCIOCCHI,Macciocchi,Maria Antonietta,MACCIOCCHI,,
person/39316,Person,39316,Emmanouil ANGELAKAS,Angelakas,Emmanouil,ANGELAKASE,Αγγελάκας,Εμμανουήλ
person/125104,Person,125104,Romana TOMC,Tomc,Romana,TOMC,,
person/28147,Person,28147,István PÁLFI,Pálfi,István,PALFI,,
person/1160,Person,1160,Yves VERWAERDE,VERWAERDE,Yves,VERWAERDE,,
person/2015,Person,2015,Armelle GUINEBERTIÈRE,Guinebertière,Armelle,GUINEBERTIERE,,
person/2110,Person,2110,Charlotte CEDERSCHIÖLD,CEDERSCHIÖLD,Charlotte,CEDERSCHIOLD,,
person/1461,Person,1461,Alexandros ALAVANOS,Alavanos,Alexandros,ALAVANOS,Αλαβάνος,Αλέξανδρος
person/28980,Person,28980,Andres TARAND,Tarand,Andres,TARAND,,
person/58,Person,58,E.M.J.A. SASSEN,Sassen,E.M.J.A.,SASSEN,,
person/1721,Person,1721,Richard J. COTTRELL,Cottrell,Richard J.,COTTRELL,,
person/96766,Person,96766,Ernst STRASSER,Strasser,Ernst,STRASSER,,
person/889,Person,889,Paul Ph. M.H. DE KEERSMAEKER,De Keersmaeker,Paul Ph. M.H.,DEKEERSMAEKER,,
person/197392,Person,197392,Evin INCIR,Incir,Evin,INCIR,,
person/1102,Person,1102,Giuseppe MOTTOLA,Mottola,Giuseppe,MOTTOLA,,
person/197432,Person,197432,Jan-Christoph OETJEN,Oetjen,Jan-Christoph,OETJEN,,
person/2089,Person,2089,Martina GREDLER,Gredler,Martina,GREDLER,,
person/191377,Person,191377,Maria Gabriela ZOANĂ,Zoană,Maria Gabriela,ZOANA,,
person/197783,Person,197783,Andris AMERIKS,Ameriks,Andris,AMERIKS,,
person/256924,Person,256924,Sarah KNAFO,Knafo,Sarah,KNAFOS,,
person/1495,Person,1495,Maurizio VALENZI,VALENZI,Maurizio,VALENZI,,
person/2041,Person,2041,Nélio MENDONÇA,MENDONÇA,Nélio,MENDONCA,,
person/96655,Person,96655,Monika SMOLKOVÁ,Smolková,Monika,SMOLKOVA,,
person/23705,Person,23705,Miroslav OUZKÝ,Ouzký,Miroslav,OUZKY,,
person/1893,Person,1893,Anna TERRÓN I CUSÍ,Terrón i Cusí,Anna,TERRONICUSI,,
person/28255,Person,28255,Andreas MÖLZER,Mölzer,Andreas,MOLZER,,
person/410,Person,410,J.A.H.J.S. BRUINS SLOT,Bruins Slot,J.A.H.J.S.,BRUINS SLOT,,
person/28244,Person,28244,Wolf KLINZ,Klinz,Wolf,KLINZ,,
person/197704,Person,197704,Brian MONTEITH,Monteith,Brian,MONTEITH,,
person/28390,Person,28390,Pilar DEL CASTILLO VERA,del Castillo Vera,Pilar,CASTILLOVERA,,
person/63,Person,63,Agide SAMARITANI,Samaritani,Agide,SAMARITANI,,
person/1003,Person,1003,Ferruccio PISONI,Pisoni,Ferruccio,PISONIF,,
person/112071,Person,112071,Emer COSTELLO,Costello,Emer,COSTELLO,,
person/498,Person,498,Giovanni Maria ANGIOY,Angioy,Giovanni Maria,ANGIOY,,
person/1266,Person,1266,Klaus HÄNSCH,Hänsch,Klaus,HANSCH,,
person/4483,Person,4483,Ieke VAN DEN BURG,van den Burg,Ieke,BURG,,
person/2310,Person,2310,Anna KARAMANOU,Karamanou,Anna,KARAMANOU,Καραμάνου,΄Αννα
person/95298,Person,95298,Bernard SOULAGE,Soulage,Bernard,SOULAGE,,
person/197646,Person,197646,Mircea-Gheorghe HAVA,Hava,Mircea-Gheorghe,HAVA,,
person/1208,Person,1208,Frédéric ROSMINI,Rosmini,Frédéric,ROSMINI,,
person/2152,Person,2152,Leoluca ORLANDO,Orlando,Leoluca,ORLANDO,,
person/4424,Person,4424,Walter VELTRONI,Veltroni,Walter,VELTRONI,,
person/28154,Person,28154,Ole CHRISTENSEN,Christensen,Ole,CHRISTENSENOLE,,
person/26851,Person,26851,Nikolaos CHOUNTIS,Chountis,Nikolaos,CHOUNTIS,Χουντής,Νικόλαος
person/256997,Person,256997,Sandra GÓMEZ LÓPEZ,Gómez López,Sandra,GOMEZLOPEZS,,
person/407,Person,407,THE LORD BRUCE OF DONINGTON,Bruce of Donington,THE LORD,BRUCE OF DONINGTON,,
person/23880,Person,23880,Edmund Kazimierz WITTBRODT,Wittbrodt,Edmund Kazimierz,WITTBRODT,,
person/4745,Person,4745,Maurizio TURCO,Turco,Maurizio,TURCO,,
person/1646,Person,1646,Giovanni GIAVAZZI,Giavazzi,Giovanni,GIAVAZZI,,
person/72759,Person,72759,Flaviu Călin RUS,Rus,Flaviu Călin,RUS,,
person/23710,Person,23710,Miloš TITZ,Titz,Miloš,TITZ,,
person/197763,Person,197763,Milan UHRÍK,Uhrík,Milan,UHRIK,,
person/35,Person,35,Brigitte LANGENHAGEN,Langenhagen,Brigitte,LANGENHAGEN,,
person/4351,Person,4351,Robert HUE,Hue,Robert,HUE,,
person/125051,Person,125051,Josu JUARISTI ABAUNZ,Juaristi Abaunz,Josu,JUARISTIABAUNZ,,
person/97228,Person,97228,Pino ARLACCHI,Arlacchi,Pino,ARLACCHI,,
person/197578,Person,197578,Silvia SARDONE,Sardone,Silvia,SARDONE,,
person/2153,Person,2153,Yannos KRANIDIOTIS,Kranidiotis,Yannos,KRANIDIOTIS,Κρανιδιώτης,Γιάννος
person/28233,Person,28233,Rebecca HARMS,Harms,Rebecca,HARMS,,
person/820,Person,820,Françoise GASPARD,Gaspard,Françoise,GASPARD,,
person/1732,Person,1732,August M.C. DE WINTER,De Winter,August M.C.,DEWINTERA,,
person/257016,Person,257016,Vicent MARZÀ IBÁÑEZ,Marzà Ibáñez,Vicent,MARZAIBANEZV,,
person/1702,Person,1702,André ROSSI,Rossi,André,ROSSIA,,
person/4359,Person,4359,Charles PASQUA,PASQUA,Charles,PASQUA,,
person/183338,Person,183338,Jakop G. DALUNDE,Dalunde,Jakop G.,DALUNDE,,
person/4453,Person,4453,Luisa MORGANTINI,Morgantini,Luisa,MORGANTINI,,
person/26676,Person,26676,Józef Jerzy KUBICA,Kubica,Józef Jerzy,KUBICA,,
person/28265,Person,28265,Elly DE GROEN-KOUWENHOVEN,de Groen-Kouwenhoven,Elly,GROENKOUWENHOVEN,,
person/103488,Person,103488,Sergio GUTIÉRREZ PRIETO,Gutiérrez Prieto,Sergio,GUTIERREZPRIETO,,
person/124766,Person,124766,Petras AUŠTREVIČIUS,Auštrevičius,Petras,AUSTREVICIUS,,
person/1514,Person,1514,Hans-Joachim SEELER,Seeler,Hans-Joachim,SEELER,,
person/1686,Person,1686,Gaston FLOSSE,Flosse,Gaston,FLOSSE,,
person/124843,Person,124843,Tomislav DONCHEV,Donchev,Tomislav,DONCHEV,Дончев,Томислав
person/197493,Person,197493,Jaak MADISON,Madison,Jaak,MADISON,,
person/1945,Person,1945,Salvatore TATARELLA,Tatarella,Salvatore,TATARELLAS,,
person/2040,Person,2040,Clive John NEEDLE,Needle,Clive John,NEEDLE,,
person/197546,Person,197546,Marcel KOLAJA,Kolaja,Marcel,KOLAJA,,
person/208,Person,208,THE LORD GLADWYN,Gladwyn,THE LORD,GLADWYN,,
person/2179,Person,2179,Angela KOKKOLA,Kokkola,Angela,KOKKOLA,Κοκκόλα,Αγγέλα
person/34251,Person,34251,Tchetin KAZAK,Kazak,Tchetin,KAZAKT,Казак,Четин
person/257300,Person,257300,Michael MCNAMARA,McNamara,Michael,MCNAMARAM,,
person/25843,Person,25843,Ian TWINN,Twinn,Ian,TWINN,,
person/96711,Person,96711,Pascal CANFIN,Canfin,Pascal,CANFIN,,
person/33997,Person,33997,Corina CREȚU,Crețu,Corina,CRETUC,,
person/97968,Person,97968,Andrey KOVATCHEV,Kovatchev,Andrey,KOVATCHEV,Ковачев,Андрей
person/125071,Person,125071,Georgios EPITIDEIOS,Epitideios,Georgios,EPITIDEIOS,Επιτήδειος,Γεώργιος
person/1402,Person,1402,Michael MCGOWAN,McGowan,Michael,MACGOWAN,,
person/1532,Person,1532,Alfredo REICHLIN,Reichlin,Alfredo,REICHLIN,,
person/4522,Person,4522,NICHOLSON OF WINTERBOURNE,Nicholson of Winterbourne,,NICHOLSONE,,
person/1161,Person,1161,Pierre M.A. CEYRAC,Ceyrac,Pierre M.A.,CEYRAC,,
person/1327,Person,1327,José VALVERDE LÓPEZ,Valverde López,José,VALVERDE LOPEZ,,
person/710,Person,710,Victor SABLÉ,Sablé,Victor,SABLE,,
person/124889,Person,124889,Agnieszka KOZŁOWSKA,Kozłowska,Agnieszka,KOZLOWSKA-RAJEWICZ,,
person/134,Person,134,John Holbrook OSBORN,Osborn,John Holbrook,OSBORN,,
person/1709,Person,1709,Anne-Marie DUPUY,Dupuy,Anne-Marie,DUPUY,,
person/2171,Person,2171,Eluned MORGAN,Morgan,Eluned,MORGAN,,
person/1001,Person,1001,Marie-José DENYS,Denys,Marie-José,DENYS,,
person/873,Person,873,Marie-Jacqueline DESOUCHES,Desouches,Marie-Jacqueline,DESOUCHES,,
person/2299,Person,2299,Outi OJALA,Ojala,Outi,OJALA,,
person/4446,Person,4446,Maria CARRILHO,Carrilho,Maria,CARRILHO,,
person/101039,Person,101039,Paolo BORCHIA,Borchia,Paolo,BORCHIA,,
person/72753,Person,72753,Erminio Enzo BOSO,Boso,Erminio Enzo,BOSO,,
person/1330,Person,1330,Carlos ROBLES PIQUER,Robles Piquer,Carlos,ROBLES PIQUER,,
person/2136,Person,2136,Corrado AUGIAS,Augias,Corrado,AUGIAS,,
person/2253,Person,2253,Giacomo LEOPARDI,LEOPARDI,Giacomo,LEOPARDI,,
person/4401,Person,4401,Armando COSSUTTA,Cossutta,Armando,COSSUTTA,,
person/251268,Person,251268,Michael KAUCH,Kauch,Michael,KAUCHM,,
person/1676,Person,1676,Ove FICH,Fich,Ove,FICH,,
person/23936,Person,23936,Michael FRENDO,Frendo,Michael,FRENDO,,
person/28130,Person,28130,Åsa WESTLUND,Westlund,Åsa,WESTLUND,,
person/257011,Person,257011,Lucia YAR,Yar,Lucia,YARL,,
person/666,Person,666,Joannes J. VERROKEN,Verroken,Joannes J.,VERROKEN,,
person/72723,Person,72723,Rapisardo ANTINUCCI,Antinucci,Rapisardo,ANTINUCCI,,
person/251874,Person,251874,Niels GEUKING,Geuking,Niels,GEUKINGN,,
person/23712,Person,23712,Jan ZAHRADIL,Zahradil,Jan,ZAHRADIL,,
person/111033,Person,111033,Kārlis ŠADURSKIS,Šadurskis,Kārlis,SADURSKIS,,
person/1405,Person,1405,Edward MCMILLAN-SCOTT,Mcmillan-Scott,Edward,MACMILLAN-SCOTT,,
person/22,Person,22,Amor TARTUFOLI,Tartufoli,Amor,TARTUFOLI,,
person/125107,Person,125107,Claude ROLIN,Rolin,Claude,ROLIN,,
person/1572,Person,1572,(Chris) Christopher Gerard O'MALLEY,O'Malley,(Chris) Christopher Gerard,OMALLEY,,
person/111412,Person,111412,Villy SØVNDAL,Søvndal,Villy,SOVNDALV,,
person/197732,Person,197732,Manuel PIZARRO,Pizarro,Manuel,PIZARRO,,
person/253,Person,253,THE LORD GORDON-WALKER,Gordon-Walker,THE LORD,GORDON-WALKER,,
person/1574,Person,1574,Hans R. NORD,Nord,Hans R.,NORD,,
person/28119,Person,28119,Kathy SINNOTT,Sinnott,Kathy,SINNOTT,,
person/1714,Person,1714,Lambert V.J. CROUX,Croux,Lambert V.J.,CROUX,,
person/124823,Person,124823,Hans-Olaf HENKEL,Henkel,Hans-Olaf,HENKEL,,
person/197597,Person,197597,Hélène LAPORTE,Laporte,Hélène,LAPORTE,,
person/204335,Person,204335,Alviina ALAMETSÄ,Alametsä,Alviina,ALAMETSÄ,,
person/240,Person,240,Josef MÜLLER,Müller,Josef,MUELLER JOSEF,,
person/26830,Person,26830,Romanas Algimantas SEDLICKAS,Sedlickas,Romanas Algimantas,SEDLICKAS,,
person/28200,Person,28200,Katalin LÉVAI,Lévai,Katalin,LEVAI,,
person/26809,Person,26809,Cristina SORIANO GIL,Soriano Gil,Cristina,SORIANO,,
person/1921,Person,1921,Marlies MOSIEK-URBAHN,Mosiek-Urbahn,Marlies,MOSIEKURBAHN,,
person/49,Person,49,Erich WOLFRAM,Wolfram,Erich,WOLFRAM,,
person/124891,Person,124891,Zdzisław KRASNODĘBSKI,Krasnodębski,Zdzisław,KRASNODEBSKI,,
person/149,Person,149,Hans RICHARTS,Richarts,Hans,RICHARTS,,
person/1370,Person,1370,Caroline JACKSON,Jackson,Caroline,JACKSONCA,,
person/236052,Person,236052,Patricia CHAGNON,Chagnon,Patricia,CHAGNON,,
person/96714,Person,96714,Jiří HAVEL,HAVEL,Jiří,HAVEL,,
person/1656,Person,1656,Guy Jean GUERMEUR,Guermeur,Guy Jean,GUERMEUR,,
person/1004,Person,1004,Andrea RAGGIO,RAGGIO,Andrea,RAGGIO,,
person/748,Person,748,Ioannis PAPANTONIOU,Papantoniou,Ioannis,PAPANTONIOU,Παπαντωνίου,Ίωάννης
person/1822,Person,1822,Denis BAUDOUIN,Baudouin,Denis,BAUDOUIN,,
person/88552,Person,88552,Julien SANCHEZ,Sanchez,Julien,SANCHEZJ,,
person/124989,Person,124989,Fredrick FEDERLEY,Federley,Fredrick,FEDERLEY,,
person/28615,Person,28615,Roberts ZĪLE,Zīle,Roberts,ZILE,,
person/999,Person,999,Johanna-Christina GRUND,Grund,Johanna-Christina,GRUND,,
person/37526,Person,37526,Philip Dimitrov DIMITROV,Dimitrov,Philip Dimitrov,DIMITROVPHILIP,Димитров,Филип Димитров
person/4381,Person,4381,Nicole THOMAS-MAURO,Thomas-Mauro,Nicole,THOMASMAURO,,
person/256956,Person,256956,Galato ALEXANDRAKI,Alexandraki,Galato,ALEXANDRAKIG,Αλεξανδράκη,Γαλάτω
person/1937,Person,1937,Frederik A.A. WILLOCKX,Willockx,Frederik A.A.,WILLOCKX,,
person/124860,Person,124860,Renato SORU,Soru,Renato,SORU,,
person/96773,Person,96773,Rafał TRZASKOWSKI,Trzaskowski,Rafał,TRZASKOWSKI,,
person/273,Person,273,Henri LONGCHAMBON,Longchambon,Henri,LONGCHAMBON,,
person/833,Person,833,Kai Uwe von HASSEL,Hassel,Kai Uwe von,HASSEL,,
person/197480,Person,197480,Nicolaus FEST,Fest,Nicolaus,FEST,,
person/4266,Person,4266,Ewa HEDKVIST PETERSEN,Hedkvist Petersen,Ewa,HEDKVISTPETERSEN,,
person/135540,Person,135540,Czesław HOC,Hoc,Czesław,HOC,,
person/1027,Person,1027,Jean-Pierre COT,Cot,Jean-Pierre,COT,,
person/257032,Person,257032,Kamila GASIUK-PIHOWICZ,Gasiuk-Pihowicz,Kamila,GASIUKPIHOWICZK,,
person/23800,Person,23800,Zbigniew CHRZANOWSKI,Chrzanowski,Zbigniew,CHRZANOWSKI,,
person/197776,Person,197776,Rob ROOKEN,Rooken,Rob,ROOKEN,,
person/34249,Person,34249,Filiz HYUSMENOVA,Hyusmenova,Filiz,HYUSMENOVA,Хюсменова,Филиз
person/96992,Person,96992,Magdi Cristiano ALLAM,Allam,Magdi Cristiano,ALLAM,,
person/25421,Person,25421,Giorgio CALÒ,Calò,Giorgio,CALO,,
person/302,Person,302,Jonkheer M. VAN DER GOES VAN NATERS,Van Der Goes Van Naters,Jonkheer M.,GOESVANNATERS,,
person/99283,Person,99283,Alessandro PANZA,Panza,Alessandro,PANZA,,
person/257098,Person,257098,Gabriela FIREA,Firea,Gabriela,FIREAG,,
person/322,Person,322,Hans LEMP,Lemp,Hans,LEMP,,
person/976,Person,976,Bernard THAREAU,Thareau,Bernard,THAREAU,,
person/908,Person,908,Jean-José CLEMENT,Clement,Jean-José,CLEMENT,,
person/539,Person,539,Napoléon COCHART,Cochart,Napoléon,COCHART,,
person/1839,Person,1839,Dominique VOYNET,Voynet,Dominique,VOYNET,,
person/1914,Person,1914,Jutta HAUG,Haug,Jutta,HAUG,,
person/966,Person,966,Jean-Claude MARTINEZ,Martinez,Jean-Claude,MARTINEZ,,
person/197495,Person,197495,Marek Paweł BALT,Balt,Marek Paweł,BALT,,
person/437,Person,437,Kurt HÄRZSCHEL,Härzschel,Kurt,HAERZSCHEL,,
person/192635,Person,192635,Danilo Oscar LANCINI,Lancini,Danilo Oscar,LANCINI,,
person/26837,Person,26837,Lefteris CHRISTOFOROU,Christoforou,Lefteris,CHRISTOFOROU,Χριστοφόρου,Λευτέρης
person/256944,Person,256944,Hans NEUHOFF,Neuhoff,Hans,NEUHOFFH,,
person/124879,Person,124879,Janusz KORWIN-MIKKE,Korwin-Mikke,Janusz,KORWIN-MIKKE,,
person/197400,Person,197400,Abir AL-SAHLANI,Al-Sahlani,Abir,ALSAHLANI,,
person/197720,Person,197720,Frances FITZGERALD,Fitzgerald,Frances,FITZGERALDF,,
person/1307,Person,1307,Ana MIRANDA DE LAGE,Miranda de Lage,Ana,MIRANDADELAGE,,
person/39725,Person,39725,Iuliu WINKLER,Winkler,Iuliu,WINKLERIULIU,,
person/124771,Person,124771,Dominique BILDE,Bilde,Dominique,BILDE,,
person/1967,Person,1967,Laurens Jan BRINKHORST,Brinkhorst,Laurens Jan,BRINKHORST,,
person/992,Person,992,Nora MEBRAK-ZAÏDI,Mebrak-Zaïdi,Nora,MEBRAK-ZAIDI,,
person/96698,Person,96698,Viktor USPASKICH,Uspaskich,Viktor,USPASKICH,,
person/125034,Person,125034,Carlos JIMÉNEZ VILLAREJO,Jiménez Villarejo,Carlos,JIMENEZVILLAREJO,,
person/118860,Person,118860,Claudette ABELA BALDACCHINO,Abela Baldacchino,Claudette,ABELABALDACCHINO,,
person/1153,Person,1153,Adrien G.H. ZELLER,Zeller,Adrien G.H.,ZELLER,,
person/1632,Person,1632,Gero PFENNIG,Pfennig,Gero,PFENNIG,,
person/256948,Person,256948,Arno BAUSEMER,Bausemer,Arno,BAUSEMERA,,
person/620,Person,620,Erik ANDERSEN,Andersen,Erik,ANDERSENE,,
person/2052,Person,2052,Michael SPINDELEGGER,Spindelegger,Michael,SPINDELEGGER,,
person/4326,Person,4326,Cristina GUTIÉRREZ-CORTINES,Gutiérrez-Cortines,Cristina,GUTIERREZCORTINES,,
person/256951,Person,256951,Anja ARNDT,Arndt,Anja,ARNDTA,,
person/957,Person,957,Pietro ADONNINO,ADONNINO,Pietro,ADONNINO,,
person/257124,Person,257124,Giuseppe LUPO,Lupo,Giuseppe,LUPOG,,
person/4398,Person,4398,Gianni VATTIMO,Vattimo,Gianni,VATTIMO,,
person/38845,Person,38845,Pierre PRIBETICH,Pribetich,Pierre,PRIBETICH,,
person/4517,Person,4517,Christopher HEATON-HARRIS,Heaton-Harris,Christopher,HEATONHARRIS,,
person/515,Person,515,Giulio ANDREOTTI,Andreotti,Giulio,ANDREOTTI,,
person/95280,Person,95280,Alin Lucian ANTOCHI,Antochi,Alin Lucian,ANTOCHI,,
person/1413,Person,1413,Glyn FORD,Ford,Glyn,FORD,,
person/197734,Person,197734,Lefteris NIKOLAOU-ALAVANOS,Nikolaou-Alavanos,Lefteris,NIKOLAOU-ALAVANOS,Νικολάου-Αλαβάνος,Λευτέρης
person/124997,Person,124997,Soraya POST,Post,Soraya,POST SORAYA,,
person/45,Person,45,Werner ZYWIETZ,Zywietz,Werner,ZYWIETZ,,
person/28452,Person,28452,Gianni DE MICHELIS,De Michelis,Gianni,DEMICHELIS,,
person/37524,Person,37524,Marusya LYUBCHEVA,Lyubcheva,Marusya,LYUBCHEVA,Любчева,Маруся
person/96786,Person,96786,Tadeusz CYMAŃSKI,Cymański,Tadeusz,CYMANSKI,,
person/1673,Person,1673,Basil DE FERRANTI,de Ferranti,Basil,FERRANTI,,
person/125044,Person,125044,José BLANCO LÓPEZ,Blanco López,José,BLANCOLOPEZ,,
person/193879,Person,193879,Igor GRÄZIN,Gräzin,Igor,GRAZIN,,
person/887,Person,887,Jacques DENIS,Denis,Jacques,DENIS,,
person/317,Person,317,André JARROT,Jarrot,André,JARROT,,
person/1563,Person,1563,Christiane PAPON,Papon,Christiane,PAPON,,
person/24922,Person,24922,Pascal ARIMONT,Arimont,Pascal,ARIMONT,,
person/917,Person,917,Henri-Guy CAILLAVET,Caillavet,Henri-Guy,CAILLAVET,,
person/256865,Person,256865,Eszter LAKOS,Lakos,Eszter,LAKOSE,,
person/888,Person,888,Michel J.-P. DEBRÉ,Debré,Michel J.-P.,DEBRE,,
person/125003,Person,125003,Igor ŠOLTES,Šoltes,Igor,SOLTES,,
person/257022,Person,257022,Nora JUNCO GARCÍA,Junco García,Nora,JUNCOGARCIAN,,
person/1142,Person,1142,Wim VAN VELZEN,van Velzen,Wim,VELZENWI,,
person/1972,Person,1972,Salvador JOVÉ PERES,Jové Peres,Salvador,JOVE,,
person/4323,Person,4323,María Antonia AVILÉS PEREA,Avilés Perea,María Antonia,AVILESPEREA,,
person/825,Person,825,Hermann HEINEMANN,Heinemann,Hermann,HEINEMANN,,
person/1081,Person,1081,Renzo TRIVELLI,TRIVELLI,Renzo,TRIVELLI,,
person/1719,Person,1719,Fernando CONDESSO,Condesso,Fernando,CONDESSO,,
person/1326,Person,1326,Fernando SUÁREZ GONZÁLEZ,Suárez González,Fernando,SUAREZ GONZALEZ,,
person/1335,Person,1335,Josep E. PONS GRAU,Pons Grau,Josep E.,PONSGRAU,,
person/99416,Person,99416,Nikolaos SALAVRAKOS,Salavrakos,Nikolaos,SALAVRAKOS,Σαλαβράκος,Νικόλαος
person/1263,Person,1263,Elmar BROK,Brok,Elmar,BROK,,
person/176,Person,176,Paul J. KAPTEYN,Kapteyn,Paul J.,KAPTEYN,,
person/114279,Person,114279,Isabelle THOMAS,Thomas,Isabelle,THOMAS ISABELLE,,
person/214839,Person,214839,Emma WIESNER,Wiesner,Emma,WIESNER,,
person/26828,Person,26828,Guntars KRASTS,Krasts,Guntars,KRASTS,,
person/96794,Person,96794,Sławomir NITRAS,Nitras,Sławomir,NITRAS,,
person/257003,Person,257003,Jeannette BALJEU,Baljeu,Jeannette,BALJEUJ,,
person/982,Person,982,Calogero LO GIUDICE,Lo Giudice,Calogero,LOGIUDICE,,
person/28358,Person,28358,Konrad SZYMAŃSKI,Szymański,Konrad,SZYMANSKI,,
person/257131,Person,257131,Anna Maria CISINT,Cisint,Anna Maria,CISINTA,,
person/28259,Person,28259,Mia DE VITS,De Vits,Mia,DEVITS,,
person/1098,Person,1098,Mario Giovanni Guerriero RUFFINI,Ruffini,Mario Giovanni Guerriero,RUFFINI,,
person/4507,Person,4507,Bas BELDER,Belder,Bas,BELDER,,
person/4518,Person,4518,Nicholas CLEGG,Clegg,Nicholas,CLEGG,,
person/21813,Person,21813,Miquel MAYOL I RAYNAL,Mayol i Raynal,Miquel,MAYOLIRAYNAL,,
person/23937,Person,23937,George William VELLA,Vella,George William,VELLA,,
person/718,Person,718,Allan R. ROGERS,Rogers,Allan R.,ROGERS,,
person/747,Person,747,Apostolos PAPAGEORGIOU,Papageorgiou,Apostolos,PAPAGEORGIOU,Παπαγεωργίου,Άπόστολος
