id,type,identifier,label,familyName,givenName,sortLabel,officialFamilyName,officialGivenName
person/1395,Person,1395,The Lord O'HAGAN,O'Hagan,The Lord,OHAGAN,,
person/96834,Person,96834,Iliana IVANOVA,Ivanova,Iliana,IVANOVA ILIANA,Ивaнова,Илиaна
person/573,Person,573,Pierre BILLOTTE,Billotte,Pierre,BILLOTTE,,
person/1344,Person,1344,Carles-Alfred GASÒLIBA I BÖHM,Gasòliba i Böhm,Carles-Alfred,GASOLIBA I BÖHM,,
person/257092,Person,257092,Hanna GEDIN,Gedin,Hanna,GEDINH,,
person/622,Person,622,Arthur GAILLY,Gailly,Arthur,GAILLY,,
person/34482,Person,34482,Alexandru-Ioan MORȚUN,Morțun,Alexandru-Ioan,MORTUN,,
person/233862,Person,233862,Matjaž NEMEC,Nemec,Matjaž,NEMECM,,
person/257102,Person,257102,Giorgio GORI,Gori,Giorgio,GORIG,,
person/80,Person,80,Frank TOMNEY,Tomney,Frank,TOMNEY,,
person/28175,Person,28175,Yannick VAUGRENARD,Vaugrenard,Yannick,VAUGRENARD,,
person/1435,Person,1435,(Paddy) Patrick Joseph LALOR,Lalor,(Paddy) Patrick Joseph,LALOR,,
person/257135,Person,257135,Valentina PALMISANO,Palmisano,Valentina,PALMISANOV,,
person/97017,Person,97017,Ulrike LUNACEK,Lunacek,Ulrike,LUNACEK,,
person/111011,Person,111011,Anthea MCINTYRE,McIntyre,Anthea,MACINTYRE,,
person/124830,Person,124830,Marcus PRETZELL,Pretzell,Marcus,PRETZELL,,
person/679,Person,679,Hughes TATILON,Tatilon,Hughes,TATILON,,
person/28240,Person,28240,Helga TRÜPEL,Trüpel,Helga,TRUPEL,,
person/96898,Person,96898,Ioannis A. TSOUKALAS,Tsoukalas,Ioannis A.,TSOUKALAS,Τσουκαλάς,Ιωάννης Α.
person/4462,Person,4462,Clemente MASTELLA,Mastella,Clemente,MASTELLA,,
person/28573,Person,28573,Nikolaos VAKALIS,Vakalis,Nikolaos,VAKALIS,ΒΑΚΑΛΗΣ,ΝΙΚΟΛΑΟΣ
person/34174,Person,34174,Iles BRAGHETTO,Braghetto,Iles,BRAGHETTO,,
person/2216,Person,2216,Françoise SEILLIER,Seillier,Françoise,SEILLIER,,
person/325,Person,325,Hermann KOPF,Kopf,Hermann,KOPF,,
person/2232,Person,2232,Axel SCHÄFER,Schäfer,Axel,SCHAEFER,,
person/124695,Person,124695,Jan KELLER,Keller,Jan,KELLER JAN,,
person/1723,Person,1723,Robert CHAMBEIRON,CHAMBEIRON,Robert,CHAMBEIRON,,
person/28617,Person,28617,Inese VAIDERE,Vaidere,Inese,VAIDERE,,
person/28359,Person,28359,Jana BOBOŠÍKOVÁ,Bobošíková,Jana,BOBOSIKOVA,,
person/1024,Person,1024,Alain MADELIN,Madelin,Alain,MADELIN,,
person/1199,Person,1199,José Manuel TORRES COUTO,Torres Couto,José Manuel,TORRES COUTO,,
person/89,Person,89,Alain SAVARY,Savary,Alain,SAVARY,,
person/94,Person,94,Wolfgang SCHWABE,Schwabe,Wolfgang,SCHWABE,,
person/1791,Person,1791,Francisco Pinto BALSEMÃO,Balsemão,Francisco Pinto,BALSEMÃO,,
person/955,Person,955,Vassilis EPHREMIDIS,Ephremidis,Vassilis,EPHREMIDIS,Εφραιμίδης,Βασίλης
person/197499,Person,197499,Chrysoula ZACHAROPOULOU,Zacharopoulou,Chrysoula,ZACHAROPOULOU,,
person/907,Person,907,Gaetano CINGARI,Cingari,Gaetano,CINGARI,,
person/693,Person,693,Alphonsine M.J. PHLIX,PHLIX,Alphonsine M.J.,PHLIX,,
person/1853,Person,1853,Albert KOSLER,Kosler,Albert,KOSLER,,
person/473,Person,473,Roberto CANTALUPO,Cantalupo,Roberto,CANTALUPO,,
person/28508,Person,28508,Alyn SMITH,Smith,Alyn,SMITHALYN,,
person/4391,Person,4391,Silvio BERLUSCONI,Berlusconi,Silvio,BERLUSCONI,,
person/256889,Person,256889,Liesbet SOMMEN,Sommen,Liesbet,SOMMENL,,
person/257101,Person,257101,Cecilia STRADA,Strada,Cecilia,STRADAC,,
person/807,Person,807,Ioannis KATSAFADOS,Katsafados,Ioannis,KATSAFADOS,Κατσαφόδος,΄Ιοάννης
person/257095,Person,257095,Elena DONAZZAN,Donazzan,Elena,DONAZZANE,,
person/197461,Person,197461,Katrin LANGENSIEPEN,Langensiepen,Katrin,LANGENSIEPEN,,
person/4306,Person,4306,Gilles SAVARY,Savary,Gilles,SAVARYG,,
person/36394,Person,36394,Donato Tommaso VERALDI,Veraldi,Donato Tommaso,VERALDI,,
person/185340,Person,185340,Ivica TOLIĆ,Tolić,Ivica,TOLIC,,
person/197636,Person,197636,Ioan-Rareş BOGDAN,Bogdan,Ioan-Rareş,BOGDAN,,
person/1075,Person,1075,Klaus-Peter KÖHLER,Köhler,Klaus-Peter,KOEHLERK,,
person/190713,Person,190713,Lukas MANDL,Mandl,Lukas,MANDL,,
person/22282,Person,22282,Ole B. SØRENSEN,Sørensen,Ole B.,SORENSEN OLE,,
person/2336,Person,2336,Gaetano CARROZZO,Carrozzo,Gaetano,CARROZZO,,
person/191693,Person,191693,Elsi KATAINEN,Katainen,Elsi,KATAINEN,,
person/204443,Person,204443,Clara PONSATÍ OBIOLS,Ponsatí Obiols,Clara,PONSATÍ OBIOLS,,
person/1792,Person,1792,Fritz GAUTIER,Gautier,Fritz,GAUTIER,,
person/4250,Person,4250,Michel HANSENNE,Hansenne,Michel,HANSENNE,,
person/1500,Person,1500,Jef L.E. ULBURGHS,ULBURGHS,Jef L.E.,ULBURGHS,,
person/256859,Person,256859,Annamária VICSEK,Vicsek,Annamária,VICSEKA,,
person/1193,Person,1193,Robert E.V. HERSANT,Hersant,Robert E.V.,HERSANT,,
person/28921,Person,28921,Jaroslav ZVĚŘINA,Zvěřina,Jaroslav,ZVERINA,,
person/2113,Person,2113,Andrea MANZELLA,Manzella,Andrea,MANZELLA,,
person/36390,Person,36390,Armando VENETO,Veneto,Armando,VENETO,,
person/831,Person,831,The Lord HARMAR-NICHOLLS,Harmar-Nicholls,The Lord,HARMAR-NICHOLLS,,
person/457,Person,457,Marius J.J. VAN AMELSVOORT,van Amelsvoort,Marius J.J.,AMELSVOORT,,
person/1450,Person,1450,Florus A. WIJSENBEEK,Wijsenbeek,Florus A.,WIJSENBEEK,,
person/109,Person,109,Camillo RIPAMONTI,Ripamonti,Camillo,RIPAMONTI,,
person/1692,Person,1692,André FOURÇANS,Fourçans,André,FOURCANS,,
person/1889,Person,1889,Jürgen BRAND,Brand,Jürgen,BRAND,,
person/96989,Person,96989,Andrés PERELLÓ RODRÍGUEZ,Perelló Rodríguez,Andrés,PERELLORODRIGUEZ,,
person/330,Person,330,Hellmut KALBITZER,Kalbitzer,Hellmut,KALBITZER,,
person/36396,Person,36396,Gianluca SUSTA,Susta,Gianluca,SUSTA,,
person/275,Person,275,Jean LAURAIN,Laurain,Jean,LAURAIN,,
person/297,Person,297,Alexander FLETCHER,Fletcher,Alexander,FLETCHER,,
person/1748,Person,1748,Chrysanthos DIMITRIADIS,Dimitriadis,Chrysanthos,DIMITRIADIS,Δημητριάδης,Χρύσανθος
person/1569,Person,1569,Olivier LEFEVRE D'ORMESSON,LEFEVRE D'ORMESSON,Olivier,LEFEVREDORMESSON,,
person/197584,Person,197584,Sándor RÓNAI,Rónai,Sándor,RONAI,,
person/4527,Person,4527,John BOWIS,Bowis,John,BOWIS,,
person/1078,Person,1078,Karl PARTSCH,Partsch,Karl,PARTSCH,,
person/96887,Person,96887,Francesco DE ANGELIS,De Angelis,Francesco,DEANGELIS,,
person/485,Person,485,Willy DONDELINGER,Dondelinger,Willy,DONDELINGER,,
person/2098,Person,2098,Erhard MEIER,Meier,Erhard,MEIER,,
person/1468,Person,1468,Pol M.E.E. MARCK,Marck,Pol M.E.E.,MARCK,,
person/1182,Person,1182,Solange FERNEX,Fernex,Solange,FERNEX,,
person/4242,Person,4242,Karin SCHEELE,Scheele,Karin,SCHEELE,,
person/4490,Person,4490,Minerva Melpomeni MALLIORI,Malliori,Minerva Melpomeni,MALLIORI,Μαλλιώρη,Μινέρβα Μελπομένη
person/1765,Person,1765,Dimitrios ADAMOU,Adamou,Dimitrios,ADAMOUD,Αδάμου,Δημήτριος
person/28227,Person,28227,Anja WEISGERBER,Weisgerber,Anja,WEISGERBER,,
person/4252,Person,4252,Raina A. Mercedes ECHERER,Echerer,Raina A. Mercedes,ECHERER,,
person/2114,Person,2114,Per GAHRTON,Gahrton,Per,GAHRTON,,
person/23805,Person,23805,Zita GURMAI,Gurmai,Zita,GURMAI,,
person/28587,Person,28587,Georgios KARATZAFERIS,Karatzaferis,Georgios,KARATZAFERIS,Καρατζαφέρης,Γεώργιος
person/1817,Person,1817,Anne ANDRÉ-LÉONARD,André-Léonard,Anne,ANDRELEONARD,,
person/23938,Person,23938,John ATTARD-MONTALTO,Attard-Montalto,John,ATTARDMONTALTO,,
person/256903,Person,256903,Thomas PELLERIN-CARLIN,Pellerin-Carlin,Thomas,PELLERINCARLINT,,
person/129073,Person,129073,Urmas PAET,Paet,Urmas,PAET,,
person/206,Person,206,Jacques L.G. VAN OFFELEN,Van Offelen,Jacques L.G.,VANOFFELEN,,
person/587,Person,587,Heinrich VON BRENTANO,von Brentano,Heinrich,BRENTANO,,
person/1028,Person,1028,Philippe J.G. DOUSTE-BLAZY,Douste-Blazy,Philippe J.G.,DOUSTE-BLAZY,,
person/1183,Person,1183,Dagmar ROTH-BEHRENDT,Roth-Behrendt,Dagmar,ROTH-BEHRENDT,,
person/2100,Person,2100,Andrea Carmine DE SIMONE,De Simone,Andrea Carmine,DESIMONE,,
person/486,Person,486,Jean BECH,Bech,Jean,BECH,,
person/2180,Person,2180,Stylianos PANAGOPOULOS,Panagopoulos,Stylianos,PANAGOPOULOS,Παναγόπουλος,Στυλιανός
person/967,Person,967,Gérard R.P. FUCHS,Fuchs,Gérard R.P.,FUCHSG,,
person/28221,Person,28221,Thomas ULMER,Ulmer,Thomas,ULMER,,
person/96900,Person,96900,Georgios PAPANIKOLAOU,Papanikolaou,Georgios,PAPANIKOLAOU,Παπανικολάου,Γεώργιος
person/42,Person,42,Louis TERRENOIRE,Terrenoire,Louis,TERRENOIREL,,
person/4360,Person,4360,Marie-Françoise GARAUD,Garaud,Marie-Françoise,GARAUD,,
person/113959,Person,113959,Martina ANDERSON,Anderson,Martina,ANDERSON MARTINA,,
person/1292,Person,1292,Paul A.A.J.G. LANNOYE,Lannoye,Paul A.A.J.G.,LANNOYE,,
person/1874,Person,1874,José APOLINÁRIO,Apolinário,José,APOLINARIO,,
person/113,Person,113,Henri ROCHEREAU,Rochereau,Henri,ROCHEREAU,,
person/124964,Person,124964,Louise BOURS,Bours,Louise,BOURS,,
person/4357,Person,4357,Hervé NOVELLI,Novelli,Hervé,NOVELLIH,,
person/256908,Person,256908,François KALFON,Kalfon,François,KALFONF,,
person/1365,Person,1365,António Joaquim MARQUES MENDES,MARQUES MENDES,António Joaquim,MARQUES MENDES ANTÓNIO JOAQUIM,,
person/257144,Person,257144,Paolo INSELVINI,Inselvini,Paolo,INSELVINIP,,
person/96847,Person,96847,Claudiu Ciprian TĂNĂSESCU,Tănăsescu,Claudiu Ciprian,TANASESCU,,
person/2243,Person,2243,Odile LEPERRE-VERRIER,Leperre-Verrier,Odile,LEPERRE,,
person/197531,Person,197531,Gwendoline DELBOS-CORFIELD,Delbos-Corfield,Gwendoline,DELBOS-CORFIELD,,
person/33570,Person,33570,Sharon BOWLES,Bowles,Sharon,BOWLES,,
person/799,Person,799,Jean A.F. LECANUET,Lecanuet,Jean A.F.,LECANUET,,
person/2151,Person,2151,Tommy WAIDELICH,Waidelich,Tommy,WAIDELICH,,
person/23873,Person,23873,Sergej KOZLÍK,Kozlík,Sergej,KOZLIK,,
person/97022,Person,97022,Robert ROCHEFORT,Rochefort,Robert,ROCHEFORT,,
person/2102,Person,2102,Pierluigi CASTAGNETTI,Castagnetti,Pierluigi,CASTAGNETTI,,
person/124796,Person,124796,David BORRELLI,Borrelli,David,BORRELLI,,
person/1525,Person,1525,Giuseppe SCHIAVINATO,Schiavinato,Giuseppe,SCHIAVINATO,,
person/188636,Person,188636,John HOWARTH,Howarth,John,HOWARTH,,
person/197570,Person,197570,Peter KOFOD,Kofod,Peter,KOFODP,,
person/197612,Person,197612,Annunziata Mary REES-MOGG,Rees-Mogg,Annunziata Mary,REES-MOGG,,
person/34253,Person,34253,Maria CAPPONE,Cappone,Maria,CAPPONE,Капон,Мария
person/1753,Person,1753,Michelangelo CIANCAGLINI,Ciancaglini,Michelangelo,CIANCAGLINI,,
person/1869,Person,1869,Aline ARCHIMBAUD,Archimbaud,Aline,ARCHIMBAUD,,
person/1797,Person,1797,Jochen van AERSSEN,Aerssen,Jochen van,AERSSEN,,
person/12,Person,12,G. VIXSEBOXSE,Vixseboxse,G.,VIXSEBOXSE,,
person/96842,Person,96842,Ismail ERTUG,Ertug,Ismail,ERTUG,,
person/4461,Person,4461,Luís QUEIRÓ,Queiró,Luís,QUEIRO,,
person/2115,Person,2115,Holger GUSTAFSSON,Gustafsson,Holger,GUSTAFSSON,,
person/28370,Person,28370,Vittorio PRODI,Prodi,Vittorio,PRODI,,
person/28161,Person,28161,Margrete AUKEN,Auken,Margrete,AUKEN,,
person/581,Person,581,Walter ECKHARDT,Eckhardt,Walter,ECKHARDT,,
person/1935,Person,1935,Wolfgang KREISSL-DÖRFLER,Kreissl-Dörfler,Wolfgang,KREISSL,,
person/197773,Person,197773,Bert-Jan RUISSEN,Ruissen,Bert-Jan,RUISSEN,,
person/23894,Person,23894,Anna ZÁBORSKÁ,Záborská,Anna,ZABORSKA,,
person/197621,Person,197621,Juan Ignacio ZOIDO ÁLVAREZ,Zoido Álvarez,Juan Ignacio,ZOIDOALVAREZ,,
person/93543,Person,93543,Andrzej WIELOWIEYSKI,Wielowieyski,Andrzej,WIELOWIEYSKI,,
person/28497,Person,28497,Gerard BATTEN,Batten,Gerard,BATTEN,,
person/96879,Person,96879,Hella RANNER,Ranner,Hella,RANNER,,
person/996,Person,996,Francesco CORLEONE,Corleone,Francesco,CORLEONE,,
person/96824,Person,96824,Monica MACOVEI,Macovei,Monica,MACOVEI,,
person/257042,Person,257042,Marcin KIERWIŃSKI,Kierwiński,Marcin,KIERWINSKIM,,
person/125090,Person,125090,Sotirios ZARIANOPOULOS,Zarianopoulos,Sotirios,ZARIANOPOULOS,Ζαριανόπουλος,Σωτήριος
person/124928,Person,124928,Richard SULÍK,Sulík,Richard,SULIK,,
person/198183,Person,198183,Mihai TUDOSE,Tudose,Mihai,TUDOSE,,
person/1488,Person,1488,Rudolf WEDEKIND,Wedekind,Rudolf,WEDEKIND,,
person/4393,Person,4393,Mario MAURO,Mauro,Mario,MAURO,,
person/938,Person,938,Gaetano ARFE',ARFE',Gaetano,ARFE',,
person/140,Person,140,G.M. NEDERHORST,Nederhorst,G.M.,NEDERHORST,,
person/124808,Person,124808,Norbert LINS,Lins,Norbert,LINS,,
person/1960,Person,1960,Luis SÁ,Sá,Luis,SA,,
person/28437,Person,28437,Riccardo VENTRE,Ventre,Riccardo,VENTRE,,
person/96998,Person,96998,Evelyn REGNER,Regner,Evelyn,REGNER,,
person/623,Person,623,Lucien R.J.G. HARMEGNIES,Harmegnies,Lucien R.J.G.,HARMEGNIES,,
person/197760,Person,197760,Martin Edward DAUBNEY,Daubney,Martin Edward,DAUBNEY,,
person/2337,Person,2337,Ozan CEYHUN,Ceyhun,Ozan,CEYHUN,,
person/758,Person,758,Charles-Ferdinand NOTHOMB,Nothomb,Charles-Ferdinand,NOTHOMB,,
person/28362,Person,28362,Jaime MAYOR OREJA,Mayor Oreja,Jaime,MAYOROREJA,,
person/789,Person,789,Erwin LANGE,Lange,Erwin,LANGEERWIN,,
person/33946,Person,33946,Andrzej Tomasz ZAPAŁOWSKI,Zapałowski,Andrzej Tomasz,ZAPALOWSKI,,
person/857,Person,857,Dimitrios FRANGOS,Frangos,Dimitrios,FRANGOS,Φράγκος,Δημήτριος
person/23701,Person,23701,Vladimír LAŠTŮVKA,Laštůvka,Vladimír,LASTUVKA,,
person/1573,Person,1573,Jørgen Brøndlund NIELSEN,Nielsen,Jørgen Brøndlund,NIELSENJ,,
person/4444,Person,4444,António José SEGURO,Seguro,António José,SEGURO,,
person/2131,Person,2131,Monica Stefania BALDI,Baldi,Monica Stefania,BALDI,,
person/1293,Person,1293,Karel A.H.A.M. PINXTEN,Pinxten,Karel A.H.A.M.,PINXTEN,,
person/22418,Person,22418,Esther HERRANZ GARCÍA,Herranz García,Esther,HERRANZGARCIA,,
person/256878,Person,256878,Marie-Luce BRASIER-CLAIN,Brasier-Clain,Marie-Luce,BRASIERCLAINM,,
person/33978,Person,33978,Cristian DUMITRESCU,Dumitrescu,Cristian,DUMITRESCU,,
person/34233,Person,34233,Iglika IVANOVA,Ivanova,Iglika,IVANOVA,Иванова,Иглика
person/256899,Person,256899,Murielle LAURENT,Laurent,Murielle,LAURENTM,,
person/197576,Person,197576,Sylvie BRUNET,Brunet,Sylvie,BRUNET,,
person/82,Person,82,Leopoldo RUBINACCI,Rubinacci,Leopoldo,RUBINACCI,,
person/404,Person,404,John BREWIS,Brewis,John,BREWIS,,
person/1961,Person,1961,Jean GOL,Gol,Jean,GOL,,
person/257296,Person,257296,Nina CARBERRY,Carberry,Nina,CARBERRYN,,
person/124960,Person,124960,Ian DUNCAN,Duncan,Ian,DUNCAN,,
person/125024,Person,125024,Barbara KAPPEL,Kappel,Barbara,KAPPEL,,
person/96701,Person,96701,María MUÑIZ DE URQUIZA,Muñiz De Urquiza,María,MUNIZDEURQUIZA,,
person/987,Person,987,Nicolas ESTGEN,Estgen,Nicolas,ESTGEN,,
person/4305,Person,4305,Lennart SACRÉDEUS,Sacrédeus,Lennart,SACREDEUS,,
person/197551,Person,197551,Stéphane BIJOUX,Bijoux,Stéphane,BIJOUX,,
person/97004,Person,97004,Ivars GODMANIS,Godmanis,Ivars,GODMANIS,,
person/28381,Person,28381,João de Deus PINHEIRO,Pinheiro,João de Deus,PINHEIRO,,
person/635,Person,635,Albert DE GRYSE,De Gryse,Albert,DEGRYSE,,
person/4433,Person,4433,Stefano ZAPPALA',Zappala',Stefano,ZAPPALA,,
person/1571,Person,1571,Wolfgang VON NOSTITZ,von Nostitz,Wolfgang,NOSTITZ,,
person/756,Person,756,Harry A.C.M. NOTENBOOM,Notenboom,Harry A.C.M.,NOTENBOOM,,
person/350,Person,350,Helmut KATER,Kater,Helmut,KATER,,
person/1647,Person,1647,Vincenzo GIUMMARRA,GIUMMARRA,Vincenzo,GIUMMARRA,,
person/4290,Person,4290,Emilia Franziska MÜLLER,Müller,Emilia Franziska,MUELLER EMILIA,,
person/124784,Person,124784,Dan NICA,Nica,Dan,NICA,,
person/313,Person,313,Tarcisio LONGONI,Longoni,Tarcisio,LONGONI,,
person/625,Person,625,Jean DUVIEUSART,Duvieusart,Jean,DUVIEUSART,,
person/28194,Person,28194,Ambroise GUELLEC,Guellec,Ambroise,GUELLEC,,
person/197403,Person,197403,Alex AGIUS SALIBA,Agius Saliba,Alex,AGIUSSALIBA,,
person/1320,Person,1320,Xavier RUBERT DE VENTÓS,Rubert de Ventós,Xavier,RUBERT DE VENTOS,,
person/257121,Person,257121,Matteo RICCI,Ricci,Matteo,RICCIM,,
person/59,Person,59,Willem SCHOLTEN,Scholten,Willem,SCHOLTEN,,
person/929,Person,929,Fernand BODEN,Boden,Fernand,BODEN,,
person/2296,Person,2296,Sirkka-Liisa ANTTILA,Anttila,Sirkka-Liisa,ANTTILA,,
person/2172,Person,2172,Angela Theodora BILLINGHAM,Billingham,Angela Theodora,BILLINGHAM,,
person/204418,Person,204418,Nora MEBAREK,Mebarek,Nora,MEBAREK,,
person/388,Person,388,Raffaele GUARIGLIA,Guariglia,Raffaele,GUARIGLIA,,
person/524,Person,524,François DUVAL,Duval,François,DUVAL,,
person/652,Person,652,Anne VONDELING,Vondeling,Anne,VONDELING,,
person/850,Person,850,Vincenzo GATTO,Gatto,Vincenzo,GATTO,,
person/1105,Person,1105,Franco IACONO,Iacono,Franco,IACONO,,
person/92,Person,92,Hermann SPILLECKE,Spillecke,Hermann,SPILLECKE,,
person/96950,Person,96950,Liem HOANG NGOC,Hoang Ngoc,Liem,HOANGNGOC,,
person/96815,Person,96815,Judith SARGENTINI,Sargentini,Judith,SARGENTINI,,
person/251859,Person,251859,Guy LAVOCAT,Lavocat,Guy,LAVOCATG,,
person/294,Person,294,Hans LAUTENSCHLAGER,Lautenschlager,Hans,LAUTENSCHLAGER,,
person/124758,Person,124758,Mylène TROSZCZYNSKI,Troszczynski,Mylène,TROSZCZYNSKI,,
person/256839,Person,256839,Anna STÜRGKH,Stürgkh,Anna,STURGKHA,,
person/1533,Person,1533,Walter ROSA,Rosa,Walter,ROSA,,
person/1315,Person,1315,Alan John DONNELLY,Donnelly,Alan John,DONNELLY,,
person/1898,Person,1898,Erika MANN,Mann,Erika,MANN E,,
person/356,Person,356,Maarten Boudewijn ENGWIRDA,Engwirda,Maarten Boudewijn,ENGWIRDA,,
person/707,Person,707,Casimir J. Prinz zu SAYN-WITTGENSTEIN-BERLEBURG,Sayn-Wittgenstein-Berleburg,Casimir J. Prinz zu,SAYN-WITTGENSTEIN-BERLEBURG,,
person/124869,Person,124869,Gianluca BUONANNO,Buonanno,Gianluca,BUONANNO,,
person/125035,Person,125035,Lola SÁNCHEZ CALDENTEY,Sánchez Caldentey,Lola,SANCHEZCALDENTEY,,
person/124883,Person,124883,Krystyna ŁYBACKA,Łybacka,Krystyna,LYBACKA,,
person/197492,Person,197492,Bartosz ARŁUKOWICZ,Arłukowicz,Bartosz,ARLUKOWICZ,,
person/1688,Person,1688,Anne-Marie A. LIZIN,Lizin,Anne-Marie A.,LIZIN,,
person/341,Person,341,Wilhelm DE GAAY FORTMAN,de Gaay Fortman,Wilhelm,GAAY FORTMAN,,
person/23707,Person,23707,Libor ROUČEK,Rouček,Libor,ROUCEK,,
person/197781,Person,197781,Malik AZMANI,Azmani,Malik,AZMANI,,
person/197675,Person,197675,Sarah WIENER,Wiener,Sarah,WIENER,,
person/349,Person,349,Hans Edgar JAHN,Jahn,Hans Edgar,JAHN,,
person/1035,Person,1035,Charles E. BAUR,BAUR,Charles E.,BAUR,,
person/97002,Person,97002,Christophe BÉCHU,Béchu,Christophe,BECHU,,
person/2325,Person,2325,Luciano SCHIFONE,Schifone,Luciano,SCHIFONE,,
person/257023,Person,257023,Per CLAUSEN,Clausen,Per,CLAUSENP,,
person/1178,Person,1178,Christine Margaret ODDY,ODDY,Christine Margaret,ODDY,,
person/23746,Person,23746,Vytautas LANDSBERGIS,Landsbergis,Vytautas,LANDSBERGIS,,
person/256888,Person,256888,Rody TOLASSY,Tolassy,Rody,TOLASSYR,,
person/641,Person,641,Gustaaf BREYNE,Breyne,Gustaaf,BREYNE,,
person/197441,Person,197441,Predrag Fred MATIĆ,Matić,Predrag Fred,MATIC,,
person/96639,Person,96639,Isabelle DURANT,Durant,Isabelle,DURANT,,
person/952,Person,952,Aymeri DE MONTESQUIOU FEZENSAC,de Montesquiou Fezensac,Aymeri,MONTESQUIOU FEZENSAC,,
person/4528,Person,4528,Neil PARISH,Parish,Neil,PARISH,,
person/26621,Person,26621,Jacqueline ROUSSEAUX,Rousseaux,Jacqueline,ROUSSEAUX,,
person/1311,Person,1311,Gary TITLEY,Titley,Gary,TITLEY,,
person/633,Person,633,Roger DE KINDER,De Kinder,Roger,DEKINDER,,
person/251324,Person,251324,Krzysztof BREJZA,Brejza,Krzysztof,BREJZAK,,
person/257099,Person,257099,Francesco VENTOLA,Ventola,Francesco,VENTOLAF,,
person/867,Person,867,Mauro FERRI,FERRI,Mauro,FERRIM,,
person/460,Person,460,Libero DELLA BRIOTTA,Della Briotta,Libero,DELLABRIOTTA,,
person/2314,Person,2314,Olivier DUHAMEL,Duhamel,Olivier,DUHAMEL,,
person/761,Person,761,David Lancaster NICOLSON,Nicolson,David Lancaster,NICOLSON DAVID,,
person/256938,Person,256938,Tobias CREMER,Cremer,Tobias,CREMERT,,
person/1715,Person,1715,Lionel JOSPIN,Jospin,Lionel,JOSPIN,,
person/96931,Person,96931,Maurice PONGA,Ponga,Maurice,PONGA,,
person/5689,Person,5689,Brigitte WENZEL-PERILLO,Wenzel-Perillo,Brigitte,WENZEL,,
person/28224,Person,28224,Markus PIEPER,Pieper,Markus,PIEPER,,
person/188622,Person,188622,Rupert MATTHEWS,Matthews,Rupert,MATTHEWS,,
person/1264,Person,1264,Ingo FRIEDRICH,Friedrich,Ingo,FRIEDRICHI,,
person/1403,Person,1403,David MARTIN,Martin,David,MARTIN DAVID,,
person/28199,Person,28199,Gábor HARANGOZÓ,Harangozó,Gábor,HARANGOZO,,
person/124876,Person,124876,Rikke-Louise KARLSSON,Karlsson,Rikke-Louise,KARLSSONR,,
person/23847,Person,23847,Luděk SEFZIG,Sefzig,Luděk,SEFZIG,,
person/96899,Person,96899,José Manuel FERNANDES,Fernandes,José Manuel,FERNANDES JOSE MANUEL,,
person/96784,Person,96784,Janusz ZEMKE,Zemke,Janusz,ZEMKE,,
person/28320,Person,28320,Ivo STREJČEK,Strejček,Ivo,STREJCEK,,
person/4488,Person,4488,Petros EFTHYMIOU,Efthymiou,Petros,EFTHYMIOU,Ευθυμίου,Πέτρος
person/124734,Person,124734,Cláudia MONTEIRO DE AGUIAR,Monteiro de Aguiar,Cláudia,MONTEIRODEAGUIAR,,
person/4443,Person,4443,Mário SOARES,Soares,Mário,SOARESM,,
person/96830,Person,96830,Enikő GYŐRI,Győri,Enikő,GYORI,,
person/1549,Person,1549,Luis Guillermo PERINAT ELIO,Perinat Elio,Luis Guillermo,PERINAT ELIO,,
person/476,Person,476,Hans FURLER,Furler,Hans,FURLER,,
person/197798,Person,197798,Lucia VUOLO,Vuolo,Lucia,VUOLO,,
person/198490,Person,198490,Emmanouil FRAGKOS,Fragkos,Emmanouil,FRAGKOS,Φράγκος,Εμμανουήλ
person/1057,Person,1057,Claudia ROTH,Roth,Claudia,ROTH CLAUDIA,,
person/23690,Person,23690,Miroslav BENEŠ,Beneš,Miroslav,BENES,,
person/124851,Person,124851,Nicola CAPUTO,Caputo,Nicola,CAPUTO,,
person/136,Person,136,Schelto PATIJN,Patijn,Schelto,PATIJN,,
person/28329,Person,28329,Pier Luigi BERSANI,Bersani,Pier Luigi,BERSANIP,,
person/96776,Person,96776,Róża THUN UND HOHENSTEIN,Thun und Hohenstein,Róża,THUNUNDHOHENSTEIN,,
person/143,Person,143,Georges PIANTA,Pianta,Georges,PIANTA,,
person/4281,Person,4281,Jürgen ZIMMERLING,Zimmerling,Jürgen,ZIMMERLING,,
person/197788,Person,197788,Anna BONFRISCO,Bonfrisco,Anna,BONFRISCO,,
person/28170,Person,28170,Peter ŠŤASTNÝ,Šťastný,Peter,STASTNY,,
person/38847,Person,38847,Catherine NERIS,Neris,Catherine,NERIS,,
person/1796,Person,1796,Jean E. CRUSOL,Crusol,Jean E.,CRUSOL,,
person/478,Person,478,Børge HALVGAARD,Halvgaard,Børge,HALVGAARD,,
person/951,Person,951,Nicolas ALFONSI,Alfonsi,Nicolas,ALFONSI,,
person/4341,Person,4341,Hugues MARTIN,Martin,Hugues,MARTIN HUGHES,,
person/1506,Person,1506,Frederick A. TUCKMAN,Tuckman,Frederick A.,TUCKMAN,,
person/28230,Person,28230,Vural ÖGER,Öger,Vural,OGER,,
person/96999,Person,96999,Alexander MIRSKY,Mirsky,Alexander,MIRSKY,,
person/753,Person,753,Kjeld OLESEN,Olesen,Kjeld,OLESEN,,
